product_id,customer_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date
1,1861,2017/07/19,FALSE,Approved,Giant Bicycles,Standard,medium,medium,1403.5,$954.82,38258
27,1233,2017/05/23,FALSE,Approved,Trek Bicycles,Standard,medium,medium,499.53,$388.72,33455
31,1390,2017/08/06,FALSE,Approved,WeareA2B,Standard,medium,medium,752.64,$205.36,34079
0,2682,2017/04/04,TRUE,Approved,OHM Cycles,Road,high,large,12.01,$7.21,40303
62,439,2017/08/15,TRUE,Approved,Solex,Standard,medium,medium,478.16,$298.72,34143
17,1579,2017/04/15,TRUE,Approved,Solex,Standard,high,medium,1024.66,$614.80,35160
73,2984,2017/07/25,TRUE,Approved,Solex,Standard,medium,medium,1945.43,$333.18,36668
33,3470,2017/11/28,TRUE,Approved,Giant Bicycles,Standard,medium,small,1311.44,$1 167.18,36498
86,1,2017/12/23,FALSE,Approved,OHM Cycles,Standard,medium,medium,235.63,$125.07,38482
45,757,2017/02/26,FALSE,Approved,Solex,Standard,medium,medium,441.49,$84.99,34071
1,1778,2017/02/21,FALSE,Approved,Giant Bicycles,Standard,medium,medium,1403.5,$954.82,40649
80,211,2017/05/31,TRUE,Approved,OHM Cycles,Touring,low,medium,1073.07,$933.84,38339
49,333,2017/06/23,,Approved,Trek Bicycles,Road,medium,medium,533.51,$400.13,37823
95,32,2017/03/26,FALSE,Approved,Giant Bicycles,Standard,medium,large,569.56,$528.43,37874
0,119,2017/07/31,FALSE,Approved,Solex,Standard,medium,medium,478.16,$298.72,36146
18,2347,2017/07/27,FALSE,Approved,Norco Bicycles,Standard,high,medium,1148.64,$689.18,42226
4,2353,2017/04/14,FALSE,Approved,Giant Bicycles,Standard,high,medium,1129.13,$677.48,40649
33,788,2017/11/12,FALSE,Approved,Giant Bicycles,Standard,medium,small,1311.44,$1 167.18,33888
78,1468,2017/09/12,FALSE,Approved,Giant Bicycles,Standard,medium,large,1765.3,$709.48,38193
89,821,2017/10/26,FALSE,Approved,WeareA2B,Touring,medium,large,1362.99,$57.74,41434
70,2489,2017/02/15,FALSE,Approved,Trek Bicycles,Standard,high,medium,495.72,$297.43,42105
79,2710,2017/12/22,FALSE,Approved,Norco Bicycles,Standard,medium,medium,1555.58,$818.01,37873
26,947,2017/10/11,TRUE,Approved,WeareA2B,Standard,medium,medium,1992.93,$762.63,34115
39,1335,2017/03/27,TRUE,Approved,Giant Bicycles,Standard,medium,large,1812.75,$582.48,38991
36,1076,2017/11/04,FALSE,Approved,Solex,Standard,low,medium,945.04,$507.58,35052
0,3320,2017/06/11,TRUE,Approved,OHM Cycles,Standard,low,medium,71.16,$56.93,42172
84,779,2017/10/09,FALSE,Approved,Giant Bicycles,Road,medium,medium,792.9,$594.68,33879
98,3296,2017/06/07,TRUE,Approved,Trek Bicycles,Standard,high,medium,358.39,$215.03,33364
75,455,2017/10/24,TRUE,Approved,Giant Bicycles,Touring,medium,large,1873.97,$863.95,37873
76,1779,2017/05/01,FALSE,Approved,WeareA2B,Standard,low,medium,642.31,$513.85,38482
72,2703,2017/11/21,TRUE,Approved,Norco Bicycles,Standard,medium,medium,360.4,$270.30,40553
42,806,2017/03/24,FALSE,Approved,OHM Cycles,Road,medium,small,1810,$1 610.90,34071
20,22,2017/03/21,FALSE,Approved,Trek Bicycles,Standard,medium,small,1775.81,$1 580.47,40303
64,1591,2017/02/20,FALSE,Approved,Trek Bicycles,Standard,medium,large,1469.44,$596.55,38647
0,678,2017/06/16,FALSE,Approved,Trek Bicycles,Standard,high,medium,495.72,$297.43,42105
25,50,2017/12/04,FALSE,Approved,Giant Bicycles,Road,medium,medium,1538.99,$829.65,33888
24,1038,2017/12/01,TRUE,Approved,Solex,Road,medium,large,1777.8,$820.78,34115
31,1453,2017/03/05,TRUE,Approved,WeareA2B,Standard,medium,medium,752.64,$205.36,42218
98,1339,2017/03/21,FALSE,Approved,OHM Cycles,Standard,medium,medium,795.34,$101.58,35470
22,3382,2017/01/03,TRUE,Approved,Solex,Standard,medium,medium,575.27,$431.45,41345
53,773,2017/04/01,FALSE,Approved,OHM Cycles,Standard,medium,medium,795.34,$101.58,37823
84,2503,2017/03/16,TRUE,Approved,Trek Bicycles,Road,medium,medium,290.62,$215.14,38482
25,1057,2017/02/26,FALSE,Approved,Giant Bicycles,Road,medium,medium,1538.99,$829.65,42404
50,1397,2017/06/05,FALSE,Approved,WeareA2B,Standard,medium,small,175.89,$131.92,42295
44,2134,2017/09/04,FALSE,Approved,WeareA2B,Standard,medium,medium,1769.64,$108.76,40672
96,2403,2017/01/18,TRUE,Approved,WeareA2B,Road,low,small,1172.78,$1 043.77,37539
12,1937,2017/09/28,FALSE,Approved,WeareA2B,Standard,medium,medium,1231.15,$161.60,38216
93,1282,2017/09/02,TRUE,Approved,WeareA2B,Standard,medium,medium,1065.03,$230.09,37539
78,2183,2017/05/09,FALSE,Approved,Giant Bicycles,Standard,medium,large,1765.3,$709.48,33429
84,1788,2017/10/17,FALSE,Approved,Giant Bicycles,Road,medium,medium,792.9,$594.68,38859
65,1170,2017/04/25,TRUE,Approved,WeareA2B,Standard,medium,medium,1807.45,$778.69,42105
0,431,2017/09/23,FALSE,Approved,,,,,1942.61,,
29,1940,2017/08/02,FALSE,Approved,WeareA2B,Standard,medium,medium,1065.03,$230.09,36833
32,2073,2017/03/25,FALSE,Cancelled,Giant Bicycles,Standard,high,medium,1179,$707.40,36833
11,462,2017/01/01,FALSE,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96,42560
10,2728,2017/12/22,FALSE,Approved,Solex,Standard,medium,medium,1945.43,$333.18,37499
46,2053,2017/12/25,FALSE,Approved,Solex,Standard,low,medium,1289.85,$74.51,41064
60,2135,2017/01/26,TRUE,Approved,Giant Bicycles,Standard,high,small,1977.36,$1 759.85,41047
92,1217,2017/12/20,FALSE,Approved,WeareA2B,Touring,medium,large,1890.39,$260.14,33259
7,2992,2017/06/07,TRUE,Approved,Trek Bicycles,Road,low,medium,980.37,$234.43,38693
41,3261,2017/04/06,TRUE,Approved,Solex,Road,medium,medium,416.98,$312.74,35560
67,2748,2017/04/25,TRUE,Approved,Norco Bicycles,Road,medium,medium,544.05,$376.84,38647
14,3262,2017/01/13,FALSE,Approved,Trek Bicycles,Standard,medium,small,1386.84,$1 234.29,37838
89,788,2017/03/21,FALSE,Approved,WeareA2B,Touring,medium,large,1362.99,$57.74,34079
9,3067,2017/11/21,TRUE,Approved,OHM Cycles,Road,medium,medium,742.54,$667.40,34586
31,701,2017/11/11,FALSE,Approved,Giant Bicycles,Standard,medium,medium,230.91,$173.18,37698
92,648,2017/10/16,FALSE,Approved,WeareA2B,Standard,medium,small,1415.01,$1 259.36,36833
37,3286,2017/08/19,TRUE,Approved,OHM Cycles,Standard,low,medium,1793.43,$248.82,36361
3,3383,2017/04/06,TRUE,Approved,Trek Bicycles,Standard,medium,large,2091.47,$388.92,40784
56,982,2017/11/04,TRUE,Approved,Norco Bicycles,Mountain,low,small,688.63,$612.88,42404
14,676,2017/08/22,TRUE,Approved,Solex,Standard,high,large,1842.92,$1 105.75,37873
6,385,2017/09/15,TRUE,Approved,Solex,Standard,high,medium,748.17,$448.90,42105
50,1229,2017/03/01,TRUE,Approved,WeareA2B,Standard,medium,small,175.89,$131.92,39915
10,3232,2017/08/16,FALSE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,41345
0,3300,2017/08/27,FALSE,Approved,,,,,1656.86,,
69,2381,2017/07/10,FALSE,Approved,Giant Bicycles,Road,medium,medium,792.9,$594.68,42105
78,371,2017/12/11,FALSE,Approved,Giant Bicycles,Standard,medium,large,1765.3,$709.48,38193
80,2519,2017/05/20,TRUE,Approved,OHM Cycles,Touring,low,medium,1073.07,$933.84,42226
17,2264,2017/07/30,FALSE,Approved,Solex,Standard,high,medium,1024.66,$614.80,35378
3,2637,2017/10/25,TRUE,Approved,Trek Bicycles,Standard,medium,large,2091.47,$388.92,38573
78,3262,2017/11/27,FALSE,Approved,Giant Bicycles,Standard,medium,large,1765.3,$709.48,38193
90,3177,2017/04/26,,Approved,Norco Bicycles,Standard,low,medium,363.01,$290.41,38482
87,2267,2017/02/02,FALSE,Approved,Giant Bicycles,Standard,high,medium,1179,$707.40,35667
97,456,2017/05/02,FALSE,Approved,Solex,Standard,medium,large,202.62,$151.96,38002
6,404,2017/10/16,,Approved,OHM Cycles,Standard,high,medium,227.88,$136.73,37838
100,3121,2017/10/22,FALSE,Approved,Norco Bicycles,Road,medium,medium,1036.59,$206.35,33364
55,2365,2017/04/11,TRUE,Approved,Trek Bicycles,Road,medium,large,1894.19,$598.76,33259
100,2528,2017/11/16,FALSE,Approved,Norco Bicycles,Road,medium,medium,1036.59,$206.35,33364
10,3151,2017/12/17,FALSE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,34586
25,3241,2017/12/23,FALSE,Approved,Giant Bicycles,Road,medium,medium,1538.99,$829.65,42696
74,1335,2017/03/30,TRUE,Approved,WeareA2B,Standard,medium,medium,1228.07,$400.91,37873
90,2234,2017/04/13,FALSE,Approved,Norco Bicycles,Standard,low,medium,363.01,$290.41,38482
56,3226,2017/07/25,TRUE,Approved,OHM Cycles,Standard,medium,medium,183.86,$137.90,35707
62,1365,2017/01/31,FALSE,Approved,Solex,Standard,medium,medium,478.16,$298.72,34143
20,3349,2017/03/18,TRUE,Approved,Trek Bicycles,Standard,medium,small,1775.81,$1 580.47,40303
17,1002,2017/02/24,FALSE,Approved,Solex,Standard,high,medium,1024.66,$614.80,40670
16,2282,2017/02/18,FALSE,Approved,Norco Bicycles,Standard,high,small,1661.92,$1 479.11,41345
46,2656,2017/01/07,FALSE,Approved,Solex,Standard,low,medium,1289.85,$74.51,41064
71,2409,2017/07/05,TRUE,Approved,Solex,Standard,high,large,1842.92,$1 105.75,34996
91,1711,2017/11/19,FALSE,Approved,WeareA2B,Standard,low,medium,642.31,$513.85,38193
17,2582,2017/11/08,TRUE,Approved,Solex,Standard,high,medium,1024.66,$614.80,35378
1,1005,2017/07/24,TRUE,Approved,Giant Bicycles,Touring,medium,large,1873.97,$863.95,37873
3,1597,2017/01/15,TRUE,Approved,Trek Bicycles,Standard,medium,large,2091.47,$388.92,41167
56,2713,2017/01/12,TRUE,Approved,OHM Cycles,Standard,medium,medium,183.86,$137.90,34143
37,1435,2017/11/27,TRUE,Approved,OHM Cycles,Standard,low,medium,1793.43,$248.82,40672
34,1477,2017/06/30,TRUE,Approved,Norco Bicycles,Road,high,large,774.53,$464.72,39526
0,1614,2017/07/15,TRUE,Approved,Giant Bicycles,Standard,medium,medium,230.91,$173.18,39031
12,1254,2017/06/22,TRUE,Approved,WeareA2B,Standard,medium,medium,1231.15,$161.60,39880
25,1423,2017/05/02,FALSE,Approved,Giant Bicycles,Road,medium,medium,1538.99,$829.65,40553
81,276,2017/12/27,FALSE,Approved,Norco Bicycles,Standard,medium,small,586.45,$521.94,33429
19,1315,2017/12/21,TRUE,Approved,OHM Cycles,Road,high,large,12.01,$7.21,36334
45,591,2017/05/23,TRUE,Approved,Solex,Standard,medium,medium,441.49,$84.99,34071
74,1017,2017/02/02,FALSE,Approved,WeareA2B,Standard,medium,medium,1762.96,$950.52,41848
33,2123,2017/06/08,FALSE,Approved,Giant Bicycles,Standard,medium,small,1311.44,$1 167.18,33888
57,2889,2017/04/15,TRUE,Approved,WeareA2B,Touring,medium,large,1890.39,$260.14,34143
0,3208,2017/09/05,TRUE,Approved,Trek Bicycles,Road,medium,medium,533.51,$400.13,41064
23,2406,2017/02/26,TRUE,Approved,Norco Bicycles,Mountain,low,small,688.63,$612.88,39031
67,2041,2017/07/29,FALSE,Approved,Norco Bicycles,Road,medium,medium,544.05,$376.84,38647
81,1598,2017/07/03,TRUE,Approved,Norco Bicycles,Standard,medium,small,586.45,$521.94,33429
58,1842,2017/05/27,TRUE,Approved,OHM Cycles,Standard,medium,medium,912.52,$141.40,42295
5,141,2017/05/05,FALSE,Approved,Giant Bicycles,Standard,high,medium,1129.13,$677.48,38573
94,1321,2017/09/09,FALSE,Approved,Giant Bicycles,Standard,medium,large,1635.3,$993.66,41434
51,183,2017/05/21,FALSE,Approved,OHM Cycles,Standard,high,medium,2005.66,$1 203.40,41009
59,2591,2017/09/22,FALSE,Approved,WeareA2B,Standard,medium,small,1415.01,$1 259.36,37626
63,3356,2017/04/12,TRUE,Approved,Solex,Standard,medium,medium,1483.2,$99.59,33879
40,766,2017/05/07,TRUE,Approved,OHM Cycles,Standard,high,medium,1458.17,$874.90,38750
80,1596,2017/01/13,FALSE,Approved,Trek Bicycles,Standard,medium,large,1469.44,$596.55,38647
82,520,2017/12/14,FALSE,Approved,Norco Bicycles,Standard,high,medium,1148.64,$689.18,42226
46,868,2017/03/22,TRUE,Approved,Solex,Standard,low,medium,1289.85,$74.51,41009
78,2999,2017/09/30,FALSE,Approved,Giant Bicycles,Standard,medium,large,1765.3,$709.48,42226
72,352,2017/11/29,TRUE,Approved,Norco Bicycles,Standard,medium,medium,360.4,$270.30,42710
75,1140,2017/06/09,FALSE,Approved,Giant Bicycles,Touring,medium,large,1873.97,$863.95,38193
40,621,2017/04/21,FALSE,Approved,Trek Bicycles,Road,medium,large,1894.19,$598.76,37823
2,3307,2017/11/13,FALSE,Approved,Giant Bicycles,Road,low,small,590.26,$525.33,40487
10,1502,2017/04/09,TRUE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,41345
35,936,2017/05/08,FALSE,Approved,Giant Bicycles,Standard,medium,medium,1403.5,$954.82,42688
8,939,2017/07/08,TRUE,Approved,Solex,Road,medium,small,1703.52,$1 516.13,40649
2,2698,2017/11/30,FALSE,Approved,Giant Bicycles,Road,low,small,590.26,$525.33,40487
69,579,2017/04/25,TRUE,Approved,Giant Bicycles,Road,medium,medium,792.9,$594.68,33879
54,2036,2017/03/30,TRUE,Approved,WeareA2B,Standard,medium,medium,1292.84,$13.44,39915
8,3077,2017/03/10,FALSE,Approved,Solex,Road,medium,small,1703.52,$1 516.13,34079
86,369,2017/03/16,TRUE,Approved,OHM Cycles,Standard,medium,medium,235.63,$125.07,38482
13,821,2017/04/04,TRUE,Approved,Solex,Standard,medium,medium,1163.89,$589.27,41345
19,2687,2017/03/13,TRUE,Approved,Trek Bicycles,Mountain,low,medium,574.64,$459.71,40784
86,681,2017/12/23,TRUE,Approved,OHM Cycles,Standard,medium,medium,235.63,$125.07,41434
46,37,2017/08/12,TRUE,Approved,OHM Cycles,Standard,low,medium,1793.43,$248.82,36361
30,3002,2017/08/04,FALSE,Approved,Solex,Standard,high,medium,748.17,$448.90,36361
92,396,2017/09/01,FALSE,Approved,WeareA2B,Touring,medium,large,1890.39,$260.14,33259
71,550,2017/09/01,TRUE,Approved,Solex,Standard,high,large,1842.92,$1 105.75,34996
77,1605,2017/07/02,FALSE,Approved,Norco Bicycles,Road,medium,large,1240.31,$795.10,40553
7,2325,2017/08/31,TRUE,Approved,Giant Bicycles,Standard,medium,small,1311.44,$1 167.18,37698
23,1420,2017/03/11,TRUE,Approved,Norco Bicycles,Mountain,low,small,688.63,$612.88,34244
12,3099,2017/10/08,FALSE,Approved,WeareA2B,Standard,medium,medium,1231.15,$161.60,34586
61,1645,2017/10/01,TRUE,Approved,OHM Cycles,Standard,low,medium,71.16,$56.93,42145
21,546,2017/11/23,FALSE,Approved,Solex,Standard,medium,large,1071.23,$380.74,33552
86,2885,2017/03/27,TRUE,Approved,OHM Cycles,Standard,medium,medium,235.63,$125.07,37626
57,2740,2017/12/04,FALSE,Approved,WeareA2B,Touring,medium,large,1890.39,$260.14,36146
63,3166,2017/11/13,TRUE,Approved,Solex,Standard,medium,medium,1483.2,$99.59,36146
63,3487,2017/12/20,TRUE,Approved,WeareA2B,Standard,medium,medium,1992.93,$762.63,34115
33,2890,2017/09/22,TRUE,Approved,Giant Bicycles,Standard,medium,small,1311.44,$1 167.18,40336
98,3370,2017/01/22,FALSE,Approved,OHM Cycles,Standard,medium,medium,795.34,$101.58,42172
15,3393,2017/01/29,TRUE,Approved,Norco Bicycles,Standard,low,medium,958.74,$748.90,39880
57,2410,2017/07/21,FALSE,Approved,WeareA2B,Touring,medium,large,1890.39,$260.14,34143
61,3466,2017/02/10,TRUE,Approved,OHM Cycles,Standard,low,medium,71.16,$56.93,42172
48,1454,2017/11/25,FALSE,Cancelled,WeareA2B,Standard,medium,medium,1762.96,$950.52,35470
63,1967,2017/04/11,,Approved,Solex,Standard,medium,medium,1483.2,$99.59,42145
78,3089,2017/12/03,FALSE,Approved,Giant Bicycles,Standard,medium,large,1765.3,$709.48,41533
2,3123,2017/12/30,FALSE,Approved,Giant Bicycles,Road,low,small,590.26,$525.33,40487
67,2692,2017/07/26,FALSE,Approved,Solex,Standard,medium,large,1071.23,$380.74,36334
67,2801,2017/04/01,TRUE,Cancelled,Norco Bicycles,Road,medium,medium,544.05,$376.84,38647
13,1580,2017/10/22,TRUE,Approved,Solex,Standard,medium,medium,1577.53,$826.51,40618
65,352,2017/03/22,FALSE,Approved,WeareA2B,Standard,medium,medium,1807.45,$778.69,42145
49,1777,2017/06/15,TRUE,Approved,Trek Bicycles,Road,medium,medium,533.51,$400.13,41064
87,142,2017/07/06,TRUE,Approved,Giant Bicycles,Standard,high,medium,1179,$707.40,35667
31,3393,2017/12/28,FALSE,Approved,Giant Bicycles,Standard,medium,medium,230.91,$173.18,40618
17,599,2017/05/09,FALSE,Approved,Solex,Standard,high,medium,1024.66,$614.80,39880
91,1258,2017/01/18,FALSE,Approved,Solex,Standard,medium,medium,100.35,$75.26,36367
53,3405,2017/10/22,TRUE,Approved,OHM Cycles,Standard,medium,medium,795.34,$101.58,36668
38,3198,2017/01/30,FALSE,Approved,Solex,Standard,medium,medium,1577.53,$826.51,34170
20,834,2017/06/26,FALSE,Approved,Trek Bicycles,Standard,medium,small,1775.81,$1 580.47,40303
44,3467,2017/11/07,TRUE,Approved,WeareA2B,Standard,medium,medium,1769.64,$108.76,40672
69,3436,2017/08/13,TRUE,Approved,Giant Bicycles,Road,medium,medium,792.9,$594.68,41922
68,1516,2017/08/27,FALSE,Approved,OHM Cycles,Standard,medium,medium,1636.9,$44.71,40410
11,2833,2017/01/25,TRUE,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96,41345
2,2362,2017/02/13,FALSE,Approved,Solex,Standard,medium,medium,71.49,$53.62,38573
27,2337,2017/07/11,FALSE,Approved,Trek Bicycles,Standard,medium,medium,499.53,$388.72,36334
0,2149,2017/04/30,TRUE,Approved,Trek Bicycles,Standard,high,medium,358.39,$215.03,38002
81,2133,2017/05/19,FALSE,Approved,Solex,Standard,medium,medium,1151.96,$649.49,35470
6,360,2017/05/26,TRUE,Approved,OHM Cycles,Standard,high,medium,227.88,$136.73,41701
76,2969,2017/02/03,TRUE,Approved,WeareA2B,Standard,low,medium,642.31,$513.85,41922
18,1720,2017/04/28,FALSE,Approved,Solex,Standard,medium,medium,575.27,$431.45,34244
